source,target,type,weight
Stichting Ltd. Liability Co Holdings,Robert Campbell,Beneficial Owner,1
Stichting Ltd. Liability Co Holdings,Phillip Douglas,Beneficial Owner,1
Stichting Ltd. Liability Co Holdings,Carlos Francis,Beneficial Owner,1
Stichting Ltd. Liability Co Holdings,Gail Watson,Company Contacts,1
SilverFin S.A. de C.V.,Felicia Coleman,Company Contacts,1
Monarch Limited Liability Company Marine life,Robert Cooke,Company Contacts,1
Sea Harvest Marine life,Allison Snyder,Company Contacts,1
Ancla del Mar Corp,Richard Fry,Beneficial Owner,1
Ancla del Mar Corp,Aaron Rogers,Beneficial Owner,1
Ancla del Mar Corp,Taylor Chen,Company Contacts,1
Ayala Ltd,Patricia Frey,Beneficial Owner,1
"Hernandez, Garcia and Bright",Daniel Harris,Company Contacts,1
Mar de Plata Corp,Lucas Meyer,Company Contacts,1
Payne Ltd,Travis Davis,Beneficial Owner,1
"Gonzalez, Curtis and Banks",Patricia Marshall,Beneficial Owner,1
"Sutton, Willis and Wade",Jeffrey Clark,Beneficial Owner,1
Castaneda-Stephens,Mrs. Sharon Campbell,Beneficial Owner,1
Foster-Berry,Sharon Soto,Beneficial Owner,1
Myers-Porter,Peggy Rodriguez,Beneficial Owner,1
Robinson-Wallace,Clinton Carter,Beneficial Owner,1
Edwards-Perez,Brandon Mullen,Beneficial Owner,1
Brown and Sons,Kathryn Nunez,Beneficial Owner,1
"Sullivan, Aguilar and Hammond",Karen Johnson,Beneficial Owner,1
Fischer-Villarreal,Maurice Perez,Beneficial Owner,1
Hansen-Rodriguez,David Harris,Beneficial Owner,1
Stewart and Sons,Elizabeth Avery,Beneficial Owner,1
Obrien and Sons,Carl Doyle,Beneficial Owner,1
Mejia-Swanson,Nicholas Schneider,Beneficial Owner,1
Ramirez-Jones,Diana Williams,Beneficial Owner,1
"Payne, Anderson and Mccarthy",Sarah Lee,Beneficial Owner,1
"Rodriguez, Coleman and Martinez",Valerie Mullins,Beneficial Owner,1
"Palmer, Rice and Gomez",Hannah Skinner,Beneficial Owner,1
"Chung, Berry and Mason",Nicholas Anderson,Beneficial Owner,1
Smith Group,Amanda Roberts,Beneficial Owner,1
Knox-Grimes,David House,Beneficial Owner,1
Rogers-Smith,Emily Young,Beneficial Owner,1
Ray LLC,Lisa Patterson,Beneficial Owner,1
"Sims, Gray and Christensen",Kevin Roberts,Beneficial Owner,1
Carson LLC,Michael Willis,Company Contacts,1
Mar del Paraíso OJSC,Kimberly Nelson,Company Contacts,1
zūn yú Oyj Overseas,Kimberly Nelson,Company Contacts,1
Playa del Cielo Beach Company Solutions,Anthony Young,Company Contacts,1
Mar de la Vida Oyj,Dennis Turner,Beneficial Owner,2
Mar de la Vida Oyj,Jared Golden,Beneficial Owner,2
Mar de la Vida Oyj,Meagan Gould,Beneficial Owner,2
Mar de la Vida Oyj,Daniel Malone,Beneficial Owner,2
Mar de la Vida Oyj,Linda Hernandez,Company Contacts,2
Ward Ltd,David Schultz,Company Contacts,1
Green Group,Miss Gina Perez,Beneficial Owner,1
Smith Inc,Natalie Moore,Beneficial Owner,1
Pearson and Sons,Patrick Phillips,Beneficial Owner,1
"Torres, Sanchez and Brady",Linda Foster,Company Contacts,1
James Limited Liability Company,Jordan Gutierrez,Beneficial Owner,2
James Limited Liability Company,Lucas Watson,Beneficial Owner,2
James Limited Liability Company,Carrie Perez,Beneficial Owner,2
James Limited Liability Company,Michelle Gates,Beneficial Owner,2
James Limited Liability Company,Matthew Crosby,Beneficial Owner,2
James Limited Liability Company,Kelly Bailey,Beneficial Owner,2
James Limited Liability Company,Suzanne Hopkins,Beneficial Owner,2
James Limited Liability Company,Christopher Clark,Company Contacts,2
Himachal Pradesh  Ltd. Corporation,Gregory Simon,Company Contacts,1
Spanish Mackerel OJSC Cargo,Wendy Jones,Company Contacts,2
Blue Nile  CJSC Holdings,Monica Martin,Beneficial Owner,1
Blue Nile  CJSC Holdings,Lisa Weaver,Beneficial Owner,1
Blue Nile  CJSC Holdings,Marie Castillo,Beneficial Owner,1
Blue Nile  CJSC Holdings,Caitlyn Harrison,Company Contacts,1
Ola del Este LLC,Richard Cohen,Company Contacts,1
Green-Jackson,Olivia Fox,Beneficial Owner,1
"Gray, Goodwin and Carlson",Anna Daugherty,Beneficial Owner,1
Patton and Sons,Bridget Weiss,Beneficial Owner,1
Paul-Parker,Robert Simon,Beneficial Owner,1
Boyer Group,Jordan Williams DVM,Beneficial Owner,1
Noble-Robbins,Dennis Alvarez,Beneficial Owner,1
Flowers-Evans,Jasmine Patton,Beneficial Owner,1
Koch-Frank,Sherry Chang,Beneficial Owner,1
Hester-Johnson,Joseph Mcneil,Beneficial Owner,1
"Ramirez, Cruz and Thomas",Adrian Ferguson,Beneficial Owner,1
"Mullins, Turner and Hensley",Jennifer Howard,Beneficial Owner,1
"Martinez, Smith and Hill",Jennifer Tyler,Beneficial Owner,1
"Walker, Williams and Hopkins",Ashley Lopez,Beneficial Owner,1
Newman and Sons,John Brown,Beneficial Owner,1
"Wilson, Short and Thomas",Catherine Evans,Beneficial Owner,1
"Guerrero, Williams and Warner",Jason James,Beneficial Owner,1
"Ray, Myers and Mueller",Alicia Lewis,Beneficial Owner,1
Knight-Huffman,Sherry Francis,Beneficial Owner,1
Shepherd-Smith,Antonio Holmes,Beneficial Owner,1
Gonzalez-Reed,Helen Hunter,Beneficial Owner,1
Soto-Davis,Ivan Parks,Beneficial Owner,1
"Gallagher, Mercer and Gregory",Harold Scott,Beneficial Owner,1
Jones-Collins,Joseph Larson,Beneficial Owner,1
"Garcia, Ayala and Reese",Christine Johnson,Beneficial Owner,1
Gonzales-Ortega,Vicki Castaneda,Beneficial Owner,1
Bowman-Le,Juan Smith,Beneficial Owner,1
"Hunter, Sanchez and Harmon",Kirk Rodriguez,Beneficial Owner,1
Irwin-Logan,Shannon Delgado,Beneficial Owner,1
May-Simmons,Melissa Chavez,Beneficial Owner,1
Dawson PLC,Brianna Williams,Beneficial Owner,1
Collins Inc,Daniel Evans,Company Contacts,1
SeaScape Foods Coral Inc Marine ecology,Ashley Henderson,Company Contacts,1
CoastalCuisine Sp & Son's,Ashley Henderson,Company Contacts,1
Lake Malawi  Salmon ОАО Freight,Patrick Pugh,Company Contacts,1
Jackson-Blevins,Deborah Sherman,Company Contacts,1
Punjab Sea  ОАО Marine sanctuary,Robert Horne,Beneficial Owner,1
Punjab Sea  ОАО Marine sanctuary,Jeffrey Sanchez,Beneficial Owner,1
Punjab Sea  ОАО Marine sanctuary,Kim Meyer,Beneficial Owner,1
Punjab Sea  ОАО Marine sanctuary,Stephanie Clayton,Company Contacts,1
Baker Group,Don Anderson,Beneficial Owner,1
Bell-Henderson,Sandra Santiago,Company Contacts,1
bái suō wěn lú S.p.A. Transport,Melissa Griffith,Company Contacts,1
Spanish Anchovy Underwater Incorporated Family,Dr. James Tucker,Company Contacts,1
Sikkim  Market S.A. de C.V. Brothers,Mrs. Vanessa Gonzalez PhD,Company Contacts,1
Waters PLC,Jessica Hudson,Company Contacts,1
The Sea Turtle S.A. de C.V. Delivery,Erica Fisher,Company Contacts,1
Portuguese Sea Bass Company,Jennifer Anderson,Company Contacts,2
Senegal River  GmbH Import,Christine Small,Company Contacts,1
shí rén yú Shipping Dry dock,Steven Watson,Company Contacts,1
Sahara  LLC Sp International,Nathan Fisher,Company Contacts,1
Lake Manyara   Limited Liability Company,Barbara Diaz,Company Contacts,1
Ethiopian Highlands  AB Forwading,Mr. Edward Butler,Company Contacts,2
Amur  Laksa S.A. de C.V. Investment,Mr. Edward Butler,Company Contacts,1
Playa de Arena & Son's,Chase Taylor,Beneficial Owner,2
Playa de Arena & Son's,Thomas Roman,Beneficial Owner,2
Playa de Arena & Son's,Stephen Johnson,Beneficial Owner,2
Playa de Arena & Son's,Alan Boyd,Beneficial Owner,2
Playa de Arena & Son's,Joel Sanchez,Beneficial Owner,2
Playa de Arena & Son's,Leah Sweeney,Beneficial Owner,2
Playa de Arena & Son's,Christopher Peters,Beneficial Owner,2
Playa de Arena & Son's,Jason Rodriguez,Beneficial Owner,2
Playa de Arena & Son's,Marc Mccoy,Beneficial Owner,2
Playa de Arena & Son's,Tyler Vega,Beneficial Owner,2
Playa de Arena & Son's,William Johnson,Beneficial Owner,2
Playa de Arena & Son's,Nicole Henderson,Beneficial Owner,2
Playa de Arena & Son's,Edward Stafford,Beneficial Owner,2
Playa de Arena & Son's,Kristi Keller,Beneficial Owner,2
Playa de Arena & Son's,Jacqueline Dixon,Beneficial Owner,2
Playa de Arena & Son's,Michael Murray,Beneficial Owner,2
Playa de Arena & Son's,Joshua Barker,Beneficial Owner,2
Playa de Arena & Son's,Michael Wright,Company Contacts,2
Nautical Navigators BV Import,Hannah Taylor,Beneficial Owner,1
Nautical Navigators BV Import,Luke Fisher,Beneficial Owner,1
Nautical Navigators BV Import,Jessica Young,Company Contacts,1
jīn qiāng yú Company,William Dillon,Beneficial Owner,1
jīn qiāng yú Company,Jesse Liu,Beneficial Owner,1
jīn qiāng yú Company,Jose Jones,Beneficial Owner,1
jīn qiāng yú Company,Michael Hawkins,Company Contacts,1
Choi Inc,Bethany Ruiz,Beneficial Owner,1
Washington-Ali,Gregory Hodge Jr.,Beneficial Owner,1
Calderon-Byrd,Kevin Morgan,Beneficial Owner,1
Ross-Conner,Terry Cooper,Beneficial Owner,1
Matthews-Wilson,Jamie Reyes,Beneficial Owner,1
Moore and Sons,Jean Castro,Beneficial Owner,1
Garcia Group,Jeffrey Hart,Beneficial Owner,1
Moody-Ruiz,Brittany Melton,Beneficial Owner,1
Coleman-Thomas,Ashley Weaver,Beneficial Owner,1
Gray-Ross,Alejandro Burnett,Beneficial Owner,1
"Russell, Mcmillan and Robinson",Jacob Hernandez,Beneficial Owner,1
Harvey and Sons,Taylor Rangel,Beneficial Owner,1
Jackson Group,Brenda Gonzalez,Beneficial Owner,1
Davis and Sons,Sierra Greene MD,Beneficial Owner,1
Andersen-Beck,Mrs. Kelly Mata,Beneficial Owner,1
Young-Johnson,Andrea Fox,Beneficial Owner,1
Villa and Sons,Jill Haynes,Beneficial Owner,1
"Willis, Thomas and Robinson",William Anderson,Beneficial Owner,1
Brown Group,Rachel Hamilton,Beneficial Owner,1
Mata LLC,Tracy Smith,Beneficial Owner,1
Horton-White,Nancy Harris,Beneficial Owner,1
Wilson and Sons,David Allison,Beneficial Owner,1
Jones-Cruz,Thomas Rodriguez,Beneficial Owner,1
Schroeder and Sons,Jennifer Davis,Beneficial Owner,1
Valentine-Mayer,Kenneth Evans,Beneficial Owner,1
White-Ray,Sarah Golden,Beneficial Owner,1
Gomez and Sons,Courtney Knight,Beneficial Owner,1
Nielsen Inc,Shannon Carter,Beneficial Owner,1
Wiley-Mcdonald,Michelle Fleming,Company Contacts,1
"Jones, Garza and Estes",Stephanie York,Beneficial Owner,1
"Ellis, Campbell and Chavez",Mark Grant,Beneficial Owner,1
Walters Inc,Jason King,Company Contacts,1
Taylor Group,Amy Young,Beneficial Owner,1
Anderson-Crawford,Lisa Hatfield,Beneficial Owner,1
Cohen-Chavez,Sarah Walker,Company Contacts,1
Myers-Owens,Matthew Gallagher,Beneficial Owner,1
Coleman-Smith,Robert Maxwell,Beneficial Owner,1
Ray Ltd,Daniel Fields,Company Contacts,1
"Lee, Little and Cooper",Jean Stevens,Beneficial Owner,1
Johnson Inc,Amanda Riley,Beneficial Owner,1
Spencer-Lucas,Douglas Guzman,Company Contacts,1
Pregolya S.A. de C.V. Solutions,Angel Gregory,Beneficial Owner,1
Pregolya S.A. de C.V. Solutions,Mary Jones,Company Contacts,1
Carson-Keller,Christopher King,Beneficial Owner,1
Contreras and Sons,Catherine Mcmahon,Company Contacts,1
Mosley-Harrison,Ryan Martin,Beneficial Owner,1
Stuart-West,Curtis Good,Beneficial Owner,1
Sloan and Sons,Jorge Nichols,Company Contacts,1
Sparks-Hawkins,Ricardo Wilkins,Beneficial Owner,1
Palmer Group,Katherine Nguyen,Beneficial Owner,1
"Finley, York and Payne",Jeffrey Smith,Beneficial Owner,1
Gallagher Group,Natasha Tapia,Beneficial Owner,1
Richardson Group,Robert Williamson,Beneficial Owner,1
Morse-Davis,Jonathan Ramsey,Beneficial Owner,1
"Delacruz, Bennett and Dunn",Lisa Kemp,Beneficial Owner,1
"Brown, Graham and Wilson",Rachel Obrien,Beneficial Owner,1
Webb PLC,Austin Moran,Beneficial Owner,1
"Molina, Patterson and Wagner",Ashley Hampton,Beneficial Owner,1
Gonzalez Inc,Albert Marquez,Beneficial Owner,1
Marshall-David,Melissa Dominguez,Beneficial Owner,1
Gibbs-Roberts,Kaitlyn Morales,Beneficial Owner,1
Silva-Walsh,Teresa Arroyo,Beneficial Owner,1
"Wagner, Cox and Mitchell",Jill Griffith,Company Contacts,1
Doris Carriers Marine life,William Holt,Beneficial Owner,1
Doris Carriers Marine life,Tiffany Gallegos,Beneficial Owner,1
Doris Carriers Marine life,Wesley Johnson,Beneficial Owner,1
Doris Carriers Marine life,Joseph Stewart,Beneficial Owner,1
Doris Carriers Marine life,Jose Potter,Beneficial Owner,1
Doris Carriers Marine life,George Brown,Beneficial Owner,1
Doris Carriers Marine life,Lisa Walker,Beneficial Owner,1
Doris Carriers Marine life,Jonathan King,Beneficial Owner,1
Doris Carriers Marine life,Jonathan Guerrero,Company Contacts,1
"Carroll, Bell and Holt",Deanna Robertson,Company Contacts,1
Ryan LLC,Tammy Clark,Company Contacts,1
"Levy, Fitzpatrick and Edwards",Dustin Burke,Beneficial Owner,1
Baxter Ltd,Carol Townsend,Beneficial Owner,1
"Moore, White and Horn",Danny Boyle,Beneficial Owner,1
Taylor Ltd,Nancy Frost,Beneficial Owner,1
Guerrero Ltd,Shane Cummings,Beneficial Owner,1
"Johnson, Crosby and Martinez",Terrence Sanchez,Company Contacts,1
Baltic Salmon Limited Liability Company,Dennis Montes,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Justin Myers,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Erin Bradshaw,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Sara Jackson,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Alexis Duncan,Beneficial Owner,2
Baltic Salmon Limited Liability Company,Rita Forbes,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Amber Miller,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Danielle Crosby,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Dustin Carter,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Jessica Johnson,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Allison Graves DDS,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Joseph Davis,Beneficial Owner,1
Baltic Salmon Limited Liability Company,Matthew Reynolds,Company Contacts,1
West _ GmbH & Co. KG Transit,Kelly Kim,Company Contacts,2
Sea Spray Inc America,Kelly Kim,Company Contacts,1
Foster Ltd,Robert Perez,Company Contacts,1
Coral del Mar AB,Emily Fuller,Beneficial Owner,1
Coral del Mar AB,Brian Mcdonald,Company Contacts,1
Yu wo  SE Logistics,Tiffany Campos,Company Contacts,1
Portuguese Sea Bass OJSC,Justin Chambers,Company Contacts,6
OceanGem Flotsam GmbH & Co. KG Delivery,Lauren Burnett,Beneficial Owner,2
OceanGem Flotsam GmbH & Co. KG Delivery,Isaac Pham,Company Contacts,2
Ethiopian Highlands  Pic Line,Megan Perez,Beneficial Owner,1
Ethiopian Highlands  Pic Line,Christine Scott,Company Contacts,1
West Bengal  A/S Import,Justin Sullivan Jr.,Beneficial Owner,2
West Bengal  A/S Import,Mary Wise,Beneficial Owner,2
West Bengal  A/S Import,David Hughes,Beneficial Owner,2
West Bengal  A/S Import,Lisa James,Company Contacts,2
Randolph-Wu,Joshua West,Beneficial Owner,1
Walker LLC,Carlos Nelson,Beneficial Owner,1
"Chan, Price and Marshall",Stephen Harper,Company Contacts,1
Mount Kenya  Incorporated Solutions,Russell Jackson,Beneficial Owner,1
Mount Kenya  Incorporated Solutions,Rebecca Evans,Company Contacts,1
Johnson-Frazier,Kenneth Aguirre,Beneficial Owner,1
Green PLC,Cynthia Choi,Company Contacts,1
Caracola del Este Pic,Douglas Sanders,Company Contacts,1
Seashell Seekers Sp Transit,Carolyn Blake,Company Contacts,2
Zambezi River   Sp Marine conservation,Mr. David Snyder PhD,Company Contacts,1
Carr-Solomon,Stephen Pierce,Beneficial Owner,1
"Maynard, Carter and Howard",Michael Gibson,Beneficial Owner,1
"Mccarthy, Alvarez and Kim",Juan White,Company Contacts,1
Mar del Oeste SE Tanker,Michelle Davidson,Company Contacts,1
Adams-Stone,Catherine Short,Company Contacts,1
Odisha Sea  Co Cargo,Richard Lewis,Company Contacts,1
The Salty Dog AS,Chris Bond,Company Contacts,1
Carpenter-Perez,Ricky Gonzalez,Company Contacts,1
Caracola del Mar Merchants,Rachel Foster,Beneficial Owner,1
Caracola del Mar Merchants,William Williams,Beneficial Owner,1
Caracola del Mar Merchants,Laura Adams,Company Contacts,1
"Espinoza, Bowman and Cardenas",Shannon Ramirez,Beneficial Owner,1
Barrett-Watson,April Delgado,Beneficial Owner,1
Jones-Cisneros,Michelle Walker,Beneficial Owner,1
Cox-Brown,Vincent Lopez,Beneficial Owner,1
"Smith, Hill and Spencer",Cynthia Duffy,Beneficial Owner,1
Douglas-Maynard,Brandi Evans,Beneficial Owner,1
Harper-Turner,Brendan Sherman,Beneficial Owner,1
"Young, Gilbert and Farrell",Joseph Price,Beneficial Owner,1
Thomas-Shaw,Brandon Figueroa,Beneficial Owner,1
"Terry, Thomas and Hawkins",Alyssa Diaz,Beneficial Owner,1
Anderson-Sullivan,Michael Anderson,Beneficial Owner,1
Galvan-Martinez,Allison Morris,Beneficial Owner,1
Miller Group,Kaitlyn Hurst,Beneficial Owner,1
Willis-White,Alice Hughes,Beneficial Owner,1
Nichols Ltd,Antonio Lawrence,Beneficial Owner,1
Clark Ltd,Jamie Taylor,Beneficial Owner,1
Macdonald-Reyes,Caitlin Payne,Beneficial Owner,1
"Baker, Griffin and Farley",Julie Bradford,Beneficial Owner,1
Phillips PLC,John Sosa,Beneficial Owner,1
"Jenkins, Bauer and Pratt",Barry Burnett,Beneficial Owner,1
Smith-Wilson,Morgan Sandoval,Beneficial Owner,1
Rich Group,Angela Paul,Beneficial Owner,1
Richardson PLC,Steven Garcia,Company Contacts,1
Delhi   Ltd. Liability Co,Dr. Donald George,Company Contacts,3
Ola Azul Kga Cargo,Christopher Jackson,Beneficial Owner,1
Ola Azul Kga Cargo,Sydney Henderson,Company Contacts,1
7 S.A. de C.V. Shipping,Brooke Lewis,Company Contacts,1
Big Sulphur  Ltd. Liability Co,Brooke Lewis,Company Contacts,1
Lake Turkana  Nautilus Incorporated Shipping,Ricardo Hughes,Beneficial Owner,1
Lake Turkana  Nautilus Incorporated Shipping,Austin Gaines,Beneficial Owner,1
Lake Turkana  Nautilus Incorporated Shipping,Julie Acosta,Beneficial Owner,1
Lake Turkana  Nautilus Incorporated Shipping,Steve Evans,Company Contacts,1
Greek Sea Bream LC,Tamara Spencer,Company Contacts,1
Romero GmbH & Co. KG,Joseph Barker,Beneficial Owner,1
Romero GmbH & Co. KG,Ana Crawford,Beneficial Owner,1
Romero GmbH & Co. KG,Jason Mitchell,Beneficial Owner,1
Romero GmbH & Co. KG,Jordan Mcmillan,Beneficial Owner,1
Romero GmbH & Co. KG,Barbara Williams,Company Contacts,1
Blair Inc,Tyler Dixon,Beneficial Owner,1
Williams PLC,Frank Wilson,Beneficial Owner,1
"Villanueva, Miller and Smith",Heather Smith,Company Contacts,1
"Hill, Bailey and Little",Diane Fitzgerald,Beneficial Owner,1
Vasquez-Wallace,Brent Harrison,Company Contacts,1
Bu yu wang OJSC Wakame,William Hayes,Company Contacts,1
"Oneal, Walker and Bennett",Diamond Baker,Company Contacts,1
"Hill, Alvarez and Fischer",Tammy Aguilar,Company Contacts,1
Irish Sea  NV Trout,Daniel Mullen,Company Contacts,1
Fernandez-Davis,Brandon Adams,Beneficial Owner,1
Jones Group,Javier Black,Beneficial Owner,1
Taylor-Taylor,Christopher Jordan,Beneficial Owner,1
"George, Simmons and Thomas",Brent Molina,Beneficial Owner,1
Foster Ltd,Teresa Meyer,Beneficial Owner,1
Franklin PLC,Reginald Alexander III,Beneficial Owner,1
Holmes-Henderson,Katrina Turner,Beneficial Owner,1
Spence-Beltran,Amanda Lee,Beneficial Owner,1
Burns-Macdonald,Michelle Graham,Beneficial Owner,1
Johnson-Proctor,Destiny Green,Beneficial Owner,1
Griffin-Smith,Christopher Washington,Company Contacts,1
"Davis, Archer and Payne",Katrina Webster,Company Contacts,1
hǎi tún AS Industrial,Michael Kennedy,Company Contacts,1
"Thomas, Lee and Hudson",Candice Walters,Company Contacts,1
Coral del Sur A/S Freight,Andrew Ortiz,Company Contacts,1
Okavango Delta  Krill Inc Worldwide,Robin Pacheco,Beneficial Owner,1
Okavango Delta  Krill Inc Worldwide,Tracie Sanchez,Beneficial Owner,1
Okavango Delta  Krill Inc Worldwide,Cindy Barker,Beneficial Owner,1
Okavango Delta  Krill Inc Worldwide,Jacqueline Rose,Beneficial Owner,1
Okavango Delta  Krill Inc Worldwide,James Beck,Company Contacts,1
Gulf of Guinea   Ltd. Corporation Logistics,Ashley Mcmahon,Company Contacts,1
Hopkins-Hudson,Robert Anderson,Company Contacts,1
Liyu  Tilapia Ltd Cargo,James Armstrong,Company Contacts,1
The Sea Lion BV,Pamela Wagner,Company Contacts,1
SeaBass Company Ltd. Corporation Transport,Michelle Hensley,Beneficial Owner,1
SeaBass Company Ltd. Corporation Transport,Victoria Martin,Beneficial Owner,1
SeaBass Company Ltd. Corporation Transport,Jason Beck,Beneficial Owner,1
SeaBass Company Ltd. Corporation Transport,Mr. Anthony Wilson,Beneficial Owner,1
SeaBass Company Ltd. Corporation Transport,Ashley Garcia,Beneficial Owner,1
SeaBass Company Ltd. Corporation Transport,Susan Moore,Beneficial Owner,1
SeaBass Company Ltd. Corporation Transport,Jessica Jones DDS,Beneficial Owner,1
SeaBass Company Ltd. Corporation Transport,Alexander Allen,Beneficial Owner,1
